CarId,Firmware,LaneChange,PulseWidth
1,std,False,0.8564509639982134
1,std,False,0.0003109929384663701
1,std,False,0.1662489160662517
1,std,False,0.10636238800361753
1,std,False,0.089433797984384
1,std,False,0.2489058730425313
1,std,False,0.05620161700062454
1,std,False,0.0003189919516444206
1,std,False,0.09088176302611828
1,std,False,0.06533639098051935
1,std,False,0.1241819430142641
1,std,False,0.157150131999515
1,std,False,0.19378822995349765
1,std,False,0.14764936501160264
1,std,False,0.8295335799921304
1,std,False,0.10134950501378626
1,4.0,False,0.08647586998995394
1,4.0,False,0.2314493010053411
1,4.0,False,0.080273024039343
1,4.0,False,0.06893630197737366
1,4.0,False,0.06001852196641266
1,4.0,False,0.06402142404112965
1,4.0,False,0.06318544398527592
1,4.0,False,0.057886574999429286
1,4.0,False,0.059729528962634504
1,4.0,False,0.06644336401950568
1,4.0,False,0.058260565041564405
1,4.0,False,0.0001949960133060813
1,4.0,False,0.0004329889779910445
1,4.0,False,0.23358724801801145
1,4.0,False,0.0909807599382475
1,4.0,False,0.15188426000531763
1,4.0,False,0.06990627897903323
1,4.0,False,0.20024706900585443
1,4.0,False,0.060841502039693296
1,4.0,False,0.0005359869683161378
1,4.0,False,0.06304344697855413
1,4.0,False,0.05263270402792841
1,4.0,False,0.08647586998995394
1,4.0,False,0.2314493010053411
1,4.0,False,0.080273024039343
1,4.0,False,0.06893630197737366
1,4.0,False,0.06001852196641266
1,4.0,False,0.06402142404112965
1,4.0,False,0.06318544398527592
1,4.0,False,0.057886574999429286
1,4.0,False,0.059729528962634504
1,4.0,False,0.06644336401950568
1,4.0,False,0.058260565041564405
1,4.0,False,0.0001949960133060813
1,4.0,False,0.0004329889779910445
1,4.0,False,0.23358724801801145
1,4.0,False,0.0909807599382475
1,4.0,False,0.15188426000531763
1,4.0,False,0.06990627897903323
1,4.0,False,0.20024706900585443
1,4.0,False,0.060841502039693296
1,4.0,False,0.0005359869683161378
1,4.0,False,0.06304344697855413
1,4.0,False,0.05263270402792841
1,4.0,False,0.079499043058604
1,4.0,False,0.08647586998995394
1,4.0,False,0.2314493010053411
1,4.0,False,0.080273024039343
1,4.0,False,0.06893630197737366
1,4.0,False,0.06001852196641266
1,4.0,False,0.06402142404112965
1,4.0,False,0.06318544398527592
